"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pstpip1",0.00724251560061912,0.0507964793512639,0.298,0.245,1,"Control","Pstpip1"
"Elk3",0.00724590130539415,0.0632799768533185,0.516,0.458,1,"Control","Elk3"
"Zbtb22",0.00726726049024865,0.0518839240073866,0.107,0.079,1,"Control","Zbtb22"
"Fam63b",0.00727077435366898,0.0693932485072303,0.199,0.161,1,"Control","Fam63b"
"Skiv2l",0.00738175845376158,0.0508207814079983,0.122,0.091,1,"Control","Skiv2l"
"Irf2bpl",0.00740363209835166,0.0703642161014477,0.192,0.155,1,"Control","Irf2bpl"
"Pag1",0.00740944225162239,0.0648008715403602,0.203,0.166,1,"Control","Pag1"
"Slc35c2",0.00742579602404125,0.0653726714215566,0.416,0.376,1,"Control","Slc35c2"
"U2af2",0.00747430492832539,0.072134887285269,0.477,0.438,1,"Control","U2af2"
"Arl8b",0.00748511978181272,0.0569385139152127,0.326,0.271,1,"Control","Arl8b"
"Aggf1",0.00749142838933834,0.0591995709838299,0.356,0.303,1,"Control","Aggf1"
"Tmppe",0.00750019653115366,0.0681114550236488,0.182,0.148,1,"Control","Tmppe"
"Calu",0.00755028505332331,0.05483342141743,0.283,0.235,1,"Control","Calu"
"Rdx",0.00767262186651897,0.0690956684247637,0.692,0.66,1,"Control","Rdx"
"Gclm",0.00768583826737727,0.0735425180881673,0.885,0.871,1,"Control","Gclm"
"Pgd",0.00775103726312671,0.0520308463044146,0.343,0.286,1,"Control","Pgd"
"Ssrp1",0.00776175185916753,0.0746135181686638,0.698,0.667,1,"Control","Ssrp1"
"Dap3",0.00776309306228713,0.0575691210488526,0.339,0.289,1,"Control","Dap3"
"Atp6v1d",0.007794301219311,0.0642395069971038,0.508,0.46,1,"Control","Atp6v1d"
"Ugcg",0.00783668695276352,0.0670222104094071,0.141,0.111,1,"Control","Ugcg"
"Bud13",0.00784104247867903,0.052641141641677,0.129,0.1,1,"Control","Bud13"
"Dennd5b",0.0078538753177104,0.143741867379769,0.253,0.223,1,"Control","Dennd5b"
"Fam20b",0.00790551616744677,0.0545853973928666,0.112,0.085,1,"Control","Fam20b"
"Rras",0.00796307110420422,0.0653561753710864,0.128,0.099,1,"Control","Rras"
"Ikzf5",0.00798600606639614,0.0717664697443562,0.21,0.173,1,"Control","Ikzf5"
"Zfp266",0.00799331759578014,0.061058354403317,0.164,0.129,1,"Control","Zfp266"
"Hnrnpa0",0.00801229136503302,0.0552427780329202,0.504,0.45,1,"Control","Hnrnpa0"
"Rgl2",0.00804319527716836,0.0670365639169915,0.244,0.205,1,"Control","Rgl2"
"Nfix",0.00811893833715089,0.0875458890185608,0.425,0.38,1,"Control","Nfix"
"Wdr13",0.0081311275879302,0.0563583248659147,0.151,0.117,1,"Control","Wdr13"
"Ppp1r37",0.00813267670253999,0.0527092209561403,0.119,0.089,1,"Control","Ppp1r37"
"Nipbl",0.00818124718321309,0.0741388135730757,0.421,0.379,1,"Control","Nipbl"
"Bahcc1",0.00818966986168452,0.0582467432807791,0.217,0.175,1,"Control","Bahcc1"
"Sec14l2",0.0082089018163305,0.0576987477532849,0.241,0.193,1,"Control","Sec14l2"
"Bmpr2",0.00827311356476862,0.0552983723473227,0.113,0.082,1,"Control","Bmpr2"
"Lcp1",0.00831399322020045,0.0585114887688256,0.698,0.651,1,"Control","Lcp1"
"Gsdmd",0.00834618398457697,0.0594883675320789,0.175,0.138,1,"Control","Gsdmd"
"Pear1",0.0083588421002005,0.0592183470780668,0.318,0.266,1,"Control","Pear1"
"Arhgef6",0.00836039212783736,0.0661555001344947,0.325,0.274,1,"Control","Arhgef6"
"Shkbp1",0.00839535875464907,0.0560551982541793,0.225,0.18,1,"Control","Shkbp1"
"Nono",0.00839832839436287,0.0558530537424324,0.751,0.714,1,"Control","Nono"
"Fbxl20",0.00840950137530197,0.0566957376220053,0.145,0.111,1,"Control","Fbxl20"
"Aph1a",0.00841484096743038,0.0523198621202812,0.315,0.267,1,"Control","Aph1a"
"Npepps",0.00844714976483291,0.0531347208904929,0.272,0.223,1,"Control","Npepps"
"Pdlim7",0.00845424702349598,0.0668235400652272,0.2,0.166,1,"Control","Pdlim7"
"Sft2d2",0.00845452844712951,0.0571577373376711,0.171,0.134,1,"Control","Sft2d2"
"Preb",0.00850832926729942,0.0639722032889397,0.261,0.222,1,"Control","Preb"
"Tpp2",0.00851356373207725,0.0622542039025253,0.281,0.24,1,"Control","Tpp2"
"BC037034",0.00860525710312545,0.0527669776977718,0.192,0.151,1,"Control","BC037034"
"Larp1",0.00863500602217146,0.0620427299428603,0.584,0.533,1,"Control","Larp1"
"Cops3",0.00864298058352954,0.0561029525788355,0.394,0.345,1,"Control","Cops3"
"Npc1",0.00867986639670139,0.0626405532643547,0.144,0.114,1,"Control","Npc1"
"Dhrs4",0.008692674287044,0.0503268408964377,0.36,0.303,1,"Control","Dhrs4"
"Nab1",0.00871230089335067,0.0680547613122536,0.323,0.279,1,"Control","Nab1"
"Ccz1",0.00872083957085606,0.055642812324209,0.462,0.408,1,"Control","Ccz1"
"Mfsd11",0.00874476829974965,0.0545815078866164,0.118,0.089,1,"Control","Mfsd11"
"Taok3",0.00877225489098604,0.0677336309250897,0.481,0.43,1,"Control","Taok3"
"Cd93",0.00878809406809574,0.0576454931848895,0.342,0.289,1,"Control","Cd93"
"Suco",0.00879526579859727,0.052660887353378,0.12,0.087,1,"Control","Suco"
"Casp6",0.00881799577967155,0.0798269450909316,0.162,0.138,1,"Control","Casp6"
"Xbp1",0.0088322308667377,0.0703537261727476,0.447,0.398,1,"Control","Xbp1"
"Hcfc2",0.00884309113158159,0.0533269062865341,0.151,0.113,1,"Control","Hcfc2"
"Ptbp3",0.00890543084469795,0.0824522471353322,0.663,0.631,1,"Control","Ptbp3"
"Eif4a3",0.00906749136203608,0.0680317796737867,0.461,0.413,1,"Control","Eif4a3"
"Wbp1l",0.0090917164860203,0.0556810863561397,0.497,0.442,1,"Control","Wbp1l"
"Nufip2",0.00911489411437706,0.0806756385843616,0.373,0.331,1,"Control","Nufip2"
"Ago2",0.00920343718745428,0.0855148426848199,0.363,0.33,1,"Control","Ago2"
"Rtn4",0.00920635967412,0.0605690192363709,0.557,0.504,1,"Control","Rtn4"
"Emc3",0.00922491820893512,0.058014673961126,0.36,0.31,1,"Control","Emc3"
"Ldlrap1",0.00927883457425533,0.0622979320433502,0.225,0.185,1,"Control","Ldlrap1"
"Anxa7",0.00927944691293774,0.0561624108570371,0.424,0.369,1,"Control","Anxa7"
"Pcmtd2",0.00928006327279872,0.0628289217875745,0.127,0.1,1,"Control","Pcmtd2"
"Bak1",0.00932970562641305,0.0537875372482879,0.365,0.32,1,"Control","Bak1"
"Haus3",0.00935835157006434,0.0559388356085245,0.179,0.14,1,"Control","Haus3"
"Lrp10",0.00941148435134142,0.0533821422575044,0.387,0.334,1,"Control","Lrp10"
"Cd37",0.00943952453197374,0.0703052162895274,0.419,0.372,1,"Control","Cd37"
"Vamp2",0.00945051946346454,0.0515347507731215,0.186,0.144,1,"Control","Vamp2"
"Wipi2",0.00947208739522943,0.0559718165301558,0.271,0.228,1,"Control","Wipi2"
"Zfp740",0.00948385467883687,0.0545442303840923,0.145,0.112,1,"Control","Zfp740"
"Zfp746",0.00958242192202214,0.0574774911466245,0.167,0.131,1,"Control","Zfp746"
"Smarca4",0.00960957474379322,0.06830984147685,0.385,0.341,1,"Control","Smarca4"
"Ap2a1",0.00963336544631475,0.0588359581996601,0.203,0.169,1,"Control","Ap2a1"
"Chpf2",0.00967842643981753,0.0531193497469928,0.145,0.109,1,"Control","Chpf2"
"Snx2",0.00967951505156729,0.0630993999110442,0.355,0.313,1,"Control","Snx2"
"Fuca2",0.00981829510101267,0.0531825129965742,0.229,0.183,1,"Control","Fuca2"
"Proser1",0.00982438429276885,0.0542239541015435,0.172,0.136,1,"Control","Proser1"
"Uba6",0.0098452767288119,0.0534945323602136,0.215,0.173,1,"Control","Uba6"
"Ehbp1l1",0.00987269002822389,0.0587180024030569,0.23,0.188,1,"Control","Ehbp1l1"
"Atp5a1",0.00988364406729116,0.0517635181911631,0.854,0.83,1,"Control","Atp5a1"
"Yipf3",0.00989206987690071,0.0547690715182011,0.278,0.236,1,"Control","Yipf3"
"Ufl1",0.00992574671061636,0.0559282967855833,0.137,0.104,1,"Control","Ufl1"
"Rbl2",0.00995466441738019,0.0566577170187132,0.133,0.102,1,"Control","Rbl2"
"Pold1",0.0099726361637777,0.0631165059939474,0.275,0.236,1,"Control","Pold1"
"Slain1",0.0100747882539688,0.0604104868180954,0.233,0.192,1,"Control","Slain1"
"Api5",0.0100787683009331,0.0659912514691009,0.394,0.349,1,"Control","Api5"
"Macf1",0.0100830982264049,0.0713645504837482,0.331,0.286,1,"Control","Macf1"
"Sp100",0.0100857480981356,0.0563747926745189,0.258,0.214,1,"Control","Sp100"
"Fnta",0.0100947049665631,0.054075923354118,0.508,0.455,1,"Control","Fnta"
"Zfp507",0.0101024256352218,0.0540665921908037,0.111,0.082,1,"Control","Zfp507"
"Pdia3",0.0102607287783911,0.0520589547813617,0.724,0.687,1,"Control","Pdia3"
"Dnajb12",0.0102950308791814,0.0501873259627937,0.175,0.136,1,"Control","Dnajb12"
"Zfp318",0.0102961496623424,0.0551136428199082,0.111,0.085,1,"Control","Zfp318"
"Rc3h2",0.0103519127843654,0.0637632481146919,0.242,0.198,1,"Control","Rc3h2"
"Pgm2l1",0.0103885345994109,0.0519767481345251,0.165,0.133,1,"Control","Pgm2l1"
"March7",0.0103891701523038,0.0712006505094933,0.289,0.247,1,"Control","March7"
"S1pr4",0.0104835917982291,0.0555637846459337,0.212,0.168,1,"Control","S1pr4"
"Ncoa5",0.0105549466328099,0.0564682416222843,0.164,0.127,1,"Control","Ncoa5"
"Trim27",0.0105972802609757,0.0559302300503463,0.496,0.445,1,"Control","Trim27"
"Ccnt1",0.0106410205272762,0.0674671366410623,0.281,0.246,1,"Control","Ccnt1"
"Zmym5",0.0107395313502262,0.0550682101353194,0.23,0.188,1,"Control","Zmym5"
"Cep97",0.0107413852375235,0.0586733092697471,0.194,0.156,1,"Control","Cep97"
"Dnttip1",0.01075184363543,0.0573803856873122,0.198,0.163,1,"Control","Dnttip1"
"Ifrd1",0.0107523841045347,0.0674421615765854,0.3,0.256,1,"Control","Ifrd1"
"Cd2bp2",0.0107622142781655,0.051579279228629,0.216,0.176,1,"Control","Cd2bp2"
"Zeb2",0.0108138741944207,0.0885202611831772,0.463,0.422,1,"Control","Zeb2"
"Gon4l",0.0108683326143882,0.0515038872263784,0.305,0.259,1,"Control","Gon4l"
"Raver1",0.010943603404949,0.0579244492224117,0.33,0.29,1,"Control","Raver1"
"Ergic3",0.01097301793555,0.0530943791785652,0.556,0.508,1,"Control","Ergic3"
"Foxp4",0.0110211302525555,0.0514256033301262,0.142,0.11,1,"Control","Foxp4"
"Ppp1r12c",0.0110345758135573,0.0530977400796974,0.174,0.134,1,"Control","Ppp1r12c"
"Arf1",0.0110881887409079,0.0526379498082259,0.798,0.763,1,"Control","Arf1"
"Shisa5",0.0111084423938318,0.0629219919348609,0.625,0.586,1,"Control","Shisa5"
"Ddx42",0.0111411408156839,0.0639102742791143,0.339,0.295,1,"Control","Ddx42"
"Grasp",0.0111580057890448,0.0630011067349154,0.103,0.081,1,"Control","Grasp"
"Rab8a",0.0111598110825069,0.0598512916190713,0.422,0.375,1,"Control","Rab8a"
"Prpf19",0.0111718477398558,0.0646342919248061,0.453,0.401,1,"Control","Prpf19"
"Rab1a",0.0113220881637761,0.0535354879403054,0.455,0.4,1,"Control","Rab1a"
"Herc2",0.0113341846958052,0.0661384469388249,0.215,0.182,1,"Control","Herc2"
"Vim",0.0113360275801063,0.0650513715344012,0.667,0.626,1,"Control","Vim"
"Prpf4b",0.0113379262092396,0.0591242418210988,0.549,0.503,1,"Control","Prpf4b"
"Sdha",0.0114056065042006,0.0633081390533629,0.557,0.51,1,"Control","Sdha"
"Golga3",0.011412752727418,0.051417120139644,0.11,0.082,1,"Control","Golga3"
"Usp3",0.0114127719974367,0.0533117197966156,0.232,0.188,1,"Control","Usp3"
"Pola2",0.0114180903708588,0.0526740520951544,0.221,0.18,1,"Control","Pola2"
"Brd7",0.0114253704096999,0.0566412834500524,0.571,0.521,1,"Control","Brd7"
"Whamm",0.0114350313332364,0.0511064563897383,0.12,0.091,1,"Control","Whamm"
"Znrd1",0.0114416070558755,0.050633668969512,0.497,0.443,1,"Control","Znrd1"
"Kif5b",0.0115206458726552,0.0601474264409627,0.596,0.547,1,"Control","Kif5b"
"Mospd3",0.0115283012398187,0.0671459685927568,0.474,0.434,1,"Control","Mospd3"
"Plcg2",0.0115434738077024,0.0577791872155321,0.409,0.359,1,"Control","Plcg2"
"Mmrn1",0.0115487924449135,0.0616381977225333,0.34,0.288,1,"Control","Mmrn1"
"Parp1",0.0115821452570319,0.0531268292393388,0.465,0.412,1,"Control","Parp1"
"Atm",0.0115962532404024,0.0668516296204187,0.315,0.274,1,"Control","Atm"
"Tpcn1",0.0116962857551632,0.0576102937890344,0.183,0.148,1,"Control","Tpcn1"
"Fam53b",0.0116963229576812,0.0674509616779376,0.195,0.156,1,"Control","Fam53b"
"Mettl7a1",0.0117681675279111,0.0601667748136682,0.293,0.244,1,"Control","Mettl7a1"
"Zfp36",0.0118183751228705,0.0539589943703809,0.126,0.094,1,"Control","Zfp36"
"Dnajc14",0.0119120302546932,0.0562022776418318,0.215,0.179,1,"Control","Dnajc14"
"Npepl1",0.0119437616273012,0.0638161511789213,0.383,0.342,1,"Control","Npepl1"
"Fam134c",0.0120509375450153,0.0561074867209251,0.161,0.131,1,"Control","Fam134c"
"Pdha1",0.0120533928134669,0.0546822067508342,0.427,0.379,1,"Control","Pdha1"
"Pnp",0.0120661548193072,0.0608352934369365,0.47,0.423,1,"Control","Pnp"
"Smarca5",0.0121625187269812,0.0541175262838276,0.654,0.615,1,"Control","Smarca5"
"Pecam1",0.0123067170484675,0.0586239199003029,0.162,0.128,1,"Control","Pecam1"
"Slc39a7",0.0123224498641159,0.0556899572638233,0.232,0.193,1,"Control","Slc39a7"
"Cfap97",0.0124296873079096,0.0537905931326466,0.321,0.269,1,"Control","Cfap97"
"Lbr",0.0124604869542219,0.0640926489787063,0.443,0.4,1,"Control","Lbr"
"Atp6v0b",0.0125261286959307,0.05645573461535,0.759,0.722,1,"Control","Atp6v0b"
"Msl2",0.0125310068797274,0.0685935108318193,0.229,0.192,1,"Control","Msl2"
"Pmepa1",0.0125396294549321,0.0650892297703214,0.267,0.226,1,"Control","Pmepa1"
"Usp19",0.0125661630008616,0.0548774879029322,0.269,0.229,1,"Control","Usp19"
"Slfn8",0.0125755673676162,0.0511026401442527,0.106,0.08,1,"Control","Slfn8"
"Timeless",0.0125983033648403,0.070440851391365,0.196,0.163,1,"Control","Timeless"
"Cep250",0.0126320208176513,0.0672238755353203,0.174,0.145,1,"Control","Cep250"
"Usp5",0.0126626903234951,0.0549759535802474,0.256,0.214,1,"Control","Usp5"
"Ccdc47",0.0127309000682494,0.0538478208045458,0.315,0.264,1,"Control","Ccdc47"
"Ptms",0.0128225545085482,0.0654641423479216,0.509,0.462,1,"Control","Ptms"
"Fermt3",0.0128586812195555,0.0637260777960205,0.603,0.55,1,"Control","Fermt3"
"Orc3",0.0129555143535873,0.050406860053699,0.174,0.137,1,"Control","Orc3"
"Gabpb2",0.0130320086449187,0.0529628980352568,0.284,0.236,1,"Control","Gabpb2"
"Fxr2",0.0131335679315697,0.0616950844319846,0.159,0.131,1,"Control","Fxr2"
"Mkrn2",0.0133060237683433,0.0563816166684593,0.198,0.165,1,"Control","Mkrn2"
"Wdr55",0.0134930438999378,0.0532071888756055,0.195,0.16,1,"Control","Wdr55"
"Nucb1",0.0135368184970417,0.0566290637704915,0.481,0.435,1,"Control","Nucb1"
"Nmt2",0.0135380049184308,0.0607742201037467,0.43,0.384,1,"Control","Nmt2"
"Wbp11",0.0135912114178427,0.0519063891902043,0.614,0.567,1,"Control","Wbp11"
"Rictor",0.0136100017271257,0.0503320429954555,0.206,0.169,1,"Control","Rictor"
"Rnaset2a",0.0136520738459169,0.0584819911453704,0.626,0.582,1,"Control","Rnaset2a"
"Setd2",0.0137847848275318,0.0627754589837637,0.304,0.262,1,"Control","Setd2"
"Emc7",0.0138434823520006,0.050777089034017,0.481,0.429,1,"Control","Emc7"
"Klk8",0.0138678447981006,0.0563934050461705,0.453,0.403,1,"Control","Klk8"
"Trp53bp1",0.0138727787660429,0.0611913242521397,0.132,0.106,1,"Control","Trp53bp1"
"Abhd17a",0.0139194664562202,0.0501909378900912,0.465,0.41,1,"Control","Abhd17a"
"Maged2",0.0139553116546991,0.0604623291294595,0.151,0.119,1,"Control","Maged2"
"Fam76b",0.0141443295926059,0.0597295373293,0.192,0.158,1,"Control","Fam76b"
"Rasa1",0.01415190693898,0.0650649690944128,0.282,0.245,1,"Control","Rasa1"
"Exoc1",0.0142258999507217,0.0538428324712258,0.189,0.152,1,"Control","Exoc1"
"Itm2c",0.0142917325994792,0.051711410290867,0.305,0.254,1,"Control","Itm2c"
"P3h3",0.0143470385521217,0.0731961869956353,0.137,0.111,1,"Control","P3h3"
"Mcm2",0.0143625894047403,0.0678551356993913,0.482,0.438,1,"Control","Mcm2"
"Wdr70",0.0144526849415439,0.0546850440360717,0.17,0.134,1,"Control","Wdr70"
"Fam78a",0.0145341636363383,0.0583201915942494,0.127,0.099,1,"Control","Fam78a"
"Tra2a",0.0146112984803602,0.0628599901597271,0.624,0.588,1,"Control","Tra2a"
"Exoc8",0.0147315384373738,0.0513410913416147,0.112,0.086,1,"Control","Exoc8"
"Mcm5",0.0148287304893752,0.0756471317537818,0.487,0.451,1,"Control","Mcm5"
"Kri1",0.0148293294544288,0.0506002687582585,0.144,0.114,1,"Control","Kri1"
"Zbtb7a",0.0148616519131496,0.0633002618469432,0.661,0.623,1,"Control","Zbtb7a"
"Exosc10",0.0149461997479932,0.0609294461370541,0.229,0.191,1,"Control","Exosc10"
"Psmd12",0.0149581887639088,0.055801717689923,0.406,0.361,1,"Control","Psmd12"
"Cyhr1",0.0151303513152446,0.0568976394500805,0.206,0.17,1,"Control","Cyhr1"
"Otud5",0.0151980761245789,0.0509236533293506,0.222,0.183,1,"Control","Otud5"
"Reep4",0.015218358303614,0.0546450146364071,0.234,0.192,1,"Control","Reep4"
"Polr2b",0.0152250791174737,0.0556207246308456,0.212,0.178,1,"Control","Polr2b"
"Rnh1",0.0152510815522175,0.060632195492766,0.472,0.429,1,"Control","Rnh1"
"Prr14",0.0152570395293062,0.052820274474996,0.177,0.143,1,"Control","Prr14"
"Dusp11",0.015436987034865,0.0531492667274091,0.393,0.344,1,"Control","Dusp11"
"Prkaca",0.0155284882933164,0.058846771664381,0.384,0.339,1,"Control","Prkaca"
"Psmd3",0.015681520391675,0.0638427864350894,0.321,0.28,1,"Control","Psmd3"
"Suv420h1",0.0157158443470086,0.0642999676071523,0.164,0.135,1,"Control","Suv420h1"
"Jkamp",0.0157360393702127,0.0511670226438122,0.21,0.173,1,"Control","Jkamp"
"Man2a2",0.0158131900026488,0.0576010660797419,0.247,0.207,1,"Control","Man2a2"
"Aff4",0.0158259610649383,0.0572263445425493,0.221,0.185,1,"Control","Aff4"
"Xpo7",0.0159706573102725,0.0633450179234308,0.215,0.182,1,"Control","Xpo7"
"Akap10",0.0160012480650279,0.056567550255281,0.22,0.183,1,"Control","Akap10"
"Psmc3",0.0160951517177185,0.0557137636776965,0.593,0.55,1,"Control","Psmc3"
"Icam1",0.0161724451149726,0.058239836045922,0.14,0.113,1,"Control","Icam1"
"Plp2",0.0162720186254199,0.0552092429153412,0.642,0.59,1,"Control","Plp2"
"Creg1",0.0162947971336667,0.0683393172779803,0.909,0.901,1,"Control","Creg1"
"M6pr",0.016305113227245,0.0554295477026445,0.604,0.56,1,"Control","M6pr"
"Zfp512",0.0164055099298416,0.0506053686168194,0.401,0.35,1,"Control","Zfp512"
"Dtnbp1",0.0164248198923165,0.0529968243984293,0.451,0.401,1,"Control","Dtnbp1"
"Suz12",0.0166075510077367,0.067743823897826,0.376,0.334,1,"Control","Suz12"
"Ciz1",0.0166101540004574,0.061334264262185,0.254,0.216,1,"Control","Ciz1"
"Ccar1",0.0166239525935083,0.0590396922382405,0.378,0.334,1,"Control","Ccar1"
"Mat2b",0.0167313406818765,0.0522978269231037,0.54,0.491,1,"Control","Mat2b"
"Polr3gl",0.0168376331024675,0.0565306585361912,0.392,0.34,1,"Control","Polr3gl"
"Senp3",0.0168704502616507,0.0560578100823603,0.205,0.17,1,"Control","Senp3"
"Thra",0.0170117930758882,0.0654069038163162,0.302,0.265,1,"Control","Thra"
"Wasf2",0.0170865290263026,0.0651807475076144,0.543,0.501,1,"Control","Wasf2"
"Nol4l",0.0171368991064118,0.0571714482537571,0.132,0.104,1,"Control","Nol4l"
"Etnk1",0.0172849492237906,0.0673617455539743,0.373,0.33,1,"Control","Etnk1"
"Abcg2",0.0173690741493715,0.0564465460238487,0.341,0.295,1,"Control","Abcg2"
"Lrpap1",0.0174725695693097,0.0583574146709085,0.365,0.319,1,"Control","Lrpap1"
"Tango2",0.0175007020602364,0.0672319740100704,0.187,0.157,1,"Control","Tango2"
"Snn",0.0175474281443415,0.0562774860270209,0.189,0.154,1,"Control","Snn"
"Wdr82",0.0175662194612345,0.0520617850876863,0.341,0.293,1,"Control","Wdr82"
"B4galt6",0.0175938559635872,0.056053260698113,0.106,0.084,1,"Control","B4galt6"
"Inpp5k",0.0176857649877122,0.0552313465783065,0.142,0.111,1,"Control","Inpp5k"
"Ahnak",0.0177437038149236,0.0750317788976307,0.124,0.099,1,"Control","Ahnak"
"Gabarapl2",0.0177538211513792,0.0529806374018706,0.683,0.641,1,"Control","Gabarapl2"
"Nfat5",0.0178092395821123,0.0512294661314466,0.43,0.376,1,"Control","Nfat5"
"Gga2",0.0178236644384389,0.0522768152220193,0.188,0.153,1,"Control","Gga2"
"Pnpo",0.0178469089555453,0.0637100585729343,0.159,0.132,1,"Control","Pnpo"
"Zc3h13",0.0179047612196802,0.0749881554648278,0.313,0.276,1,"Control","Zc3h13"
"Irf3",0.0179213322587607,0.0531776785709813,0.301,0.261,1,"Control","Irf3"
"Rhoh",0.0179363444817353,0.0703274834536374,0.496,0.462,1,"Control","Rhoh"
"Vldlr",0.0179621983216845,0.0595758131340238,0.22,0.185,1,"Control","Vldlr"
"Bloc1s4",0.0179772557233375,0.0594120023650527,0.242,0.214,1,"Control","Bloc1s4"
"Il16",0.0180741907221101,0.0506365161121495,0.241,0.201,1,"Control","Il16"
"Prr14l",0.018101531454926,0.0522549603146674,0.124,0.098,1,"Control","Prr14l"
"Chmp1a",0.018602541689955,0.0604661223067395,0.335,0.293,1,"Control","Chmp1a"
"Ripk3",0.0187793831979324,0.0508152681497313,0.297,0.253,1,"Control","Ripk3"
"Afap1l1",0.0188426211105608,0.0560552716981524,0.243,0.2,1,"Control","Afap1l1"
"Ipo8",0.0188674267626392,0.0507160634767872,0.172,0.141,1,"Control","Ipo8"
"Chd2",0.0190752239601009,0.0610600062307134,0.346,0.305,1,"Control","Chd2"
"Eif3a",0.0191146941653804,0.0517178752755818,0.718,0.68,1,"Control","Eif3a"
"Ubap2l",0.0191473991626314,0.0702901937986056,0.656,0.628,1,"Control","Ubap2l"
"Pgrmc2",0.0194636672167565,0.0525937776141792,0.184,0.151,1,"Control","Pgrmc2"
"Mier3",0.0194969661377355,0.0517597602781968,0.107,0.085,1,"Control","Mier3"
"Sec14l1",0.0195286764055569,0.0522767158263328,0.156,0.126,1,"Control","Sec14l1"
"Poldip3",0.019544797563118,0.0589489596342049,0.277,0.238,1,"Control","Poldip3"
"BC005537",0.0196516568679596,0.0632025147751852,0.407,0.367,1,"Control","BC005537"
"Slc6a6",0.0198989462978374,0.0588190868096049,0.472,0.426,1,"Control","Slc6a6"
"Dpp8",0.020022548015389,0.0519171532111971,0.129,0.102,1,"Control","Dpp8"
"Gps2",0.0200616364907497,0.0605147936551925,0.441,0.396,1,"Control","Gps2"
"Ube2q1",0.0201810833974058,0.0549216508246033,0.332,0.293,1,"Control","Ube2q1"
"Frrs1",0.0201829293065641,0.0573515090197851,0.415,0.366,1,"Control","Frrs1"
"Nle1",0.0202426856331951,0.0533729091753857,0.202,0.163,1,"Control","Nle1"
"Elp2",0.0203198180983381,0.050149733253476,0.158,0.128,1,"Control","Elp2"
"Ncbp3",0.0204402828891827,0.0549255860675785,0.265,0.228,1,"Control","Ncbp3"
"Amfr",0.0204764794277255,0.0559573996861528,0.284,0.242,1,"Control","Amfr"
"Osbpl1a",0.0205116206530615,0.0526289469072592,0.416,0.365,1,"Control","Osbpl1a"
"Zmym3",0.0207920587216776,0.0503469107793868,0.118,0.092,1,"Control","Zmym3"
"Mid1ip1",0.0208364933737997,0.0519775092698924,0.281,0.237,1,"Control","Mid1ip1"
"Tsnax",0.0208545093499594,0.0575722879640471,0.377,0.333,1,"Control","Tsnax"
"Srpr",0.0208577433310663,0.0651537146059663,0.346,0.309,1,"Control","Srpr"
"Idh3b",0.0211255248523782,0.0549598891025707,0.501,0.455,1,"Control","Idh3b"
"Sppl3",0.0211300937275363,0.061514530072239,0.175,0.143,1,"Control","Sppl3"
"Rassf2",0.0211602964700904,0.0588511484963505,0.257,0.217,1,"Control","Rassf2"
"Ctnnd1",0.0211980619694682,0.05336401549341,0.165,0.134,1,"Control","Ctnnd1"
"Ifngr1",0.0213248888200222,0.0538127825976144,0.314,0.267,1,"Control","Ifngr1"
"Smek2",0.021340537240323,0.0515649690022394,0.376,0.33,1,"Control","Smek2"
"Crk",0.0214724408013479,0.0612419038703573,0.287,0.251,1,"Control","Crk"
"Vat1",0.0214760614811305,0.0603798593995174,0.227,0.194,1,"Control","Vat1"
"Thumpd3",0.0216154091071408,0.056410860917079,0.267,0.231,1,"Control","Thumpd3"
"Ndufv1",0.0216746712859675,0.0612996100007197,0.433,0.394,1,"Control","Ndufv1"
"Vps26b",0.0216886323860162,0.0531420362875984,0.144,0.115,1,"Control","Vps26b"
"Krr1",0.0217087994162116,0.0621176822920114,0.318,0.279,1,"Control","Krr1"
"Chd8",0.0220914609680818,0.0524181428195303,0.332,0.288,1,"Control","Chd8"
"Ykt6",0.0222046854454356,0.0527608528999972,0.191,0.159,1,"Control","Ykt6"
"Ppat",0.0222182648683856,0.0516699775360663,0.254,0.219,1,"Control","Ppat"
"Chp1",0.0222684294333522,0.0574023153174927,0.307,0.265,1,"Control","Chp1"
"Rela",0.0224732715441277,0.0509404209136999,0.281,0.24,1,"Control","Rela"
"Mms22l",0.0225169162224435,0.0538815909711583,0.341,0.297,1,"Control","Mms22l"
"Agtrap",0.0225462778910111,0.0733889322099965,0.254,0.225,1,"Control","Agtrap"
"Nfe2l2",0.0225608459820276,0.0665686476808265,0.424,0.385,1,"Control","Nfe2l2"
"Lat",0.0228040618706707,0.0610336634426901,0.512,0.47,1,"Control","Lat"
"Gnpat",0.0228485522809295,0.0528571305625886,0.234,0.198,1,"Control","Gnpat"
"Sh3bp1",0.0228856757268449,0.060138975836637,0.411,0.367,1,"Control","Sh3bp1"
"Mapk6",0.0230277753532437,0.0515755307042648,0.182,0.148,1,"Control","Mapk6"
"Zfp646",0.0230985400845305,0.0545600938274743,0.185,0.155,1,"Control","Zfp646"
"Inpp5b",0.0232078417335491,0.0508739620798297,0.18,0.151,1,"Control","Inpp5b"
"Itsn1",0.0233115543903268,0.0563914947419171,0.152,0.121,1,"Control","Itsn1"
"Synrg",0.0233118294364126,0.0537181839459462,0.313,0.273,1,"Control","Synrg"
"Dlgap4",0.0234972856094109,0.0536601535691992,0.12,0.094,1,"Control","Dlgap4"
